address,categories/0,cid,city,locatedIn,latitude,longitude,neighborhood,phone,postalCode,rank,searchPageUrl,state,street,store_name,totalScore,url,website
"1st Floor, Lot A010, A011, GF &, Jalan PJU 10/1, Damansara Damai, 47800 Petaling Jaya, Selangor, Malaysia",Restaurant,7.35E+18,Petaling Jaya,,3.1990122,101.594342,"1st Floor, Lot A010, A011, GF &, Jalan PJU 10/1",+60 3-6145 0978,47800,90,"https://www.google.com/maps/search/kfc+in+kl/@3.1399207,101.623551,12z?hl=en",Selangor,"1st Floor, Lot A010, A011, GF &, Jalan PJU 10/1",KFC Damansara Damai,3.7,"https://www.google.com/maps/place/KFC+Damansara+Damai/@3.1990122,101.5921533,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc45f322580ac3:0x660dca60e20aed73!8m2!3d3.1990122!4d101.594342?hl=en",https://kfc.com.my/
"Ioi Mall, FS01-FS03, First Floor, Bandar Puchong Jaya, 47100 Puchong, Selangor, Malaysia",Restaurant,1.18E+19,Puchong,IOI Mall Puchong,3.0448508,101.618082,"Ioi Mall, FS01-FS03, First Floor",+60 3-8071 7367,47100,104,"https://www.google.com/maps/search/kfc+in+kl/@3.1399207,101.623551,12z?hl=en",Selangor,"Ioi Mall, FS01-FS03, First Floor","KFC IOI Mall, Puchong",3.1,"https://www.google.com/maps/place/KFC+IOI+Mall,+Puchong/@3.0448508,101.6158933,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc4b59ad4dccef:0xa3acf6a88475a178!8m2!3d3.0448508!4d101.618082?hl=en",https://kfc.com.my/
"Lot G3 & G4, Lotus's, Ara Damansara, 47301 Petaling Jaya, Selangor, Malaysia",Restaurant,8.31E+18,Petaling Jaya,Lotus's Ara Damansara,3.118492,101.576252,"Lot G3 & G4, Lotus's",+60 11-6562 2881,47301,103,"https://www.google.com/maps/search/kfc+in+kl/@3.1399207,101.623551,12z?hl=en",Selangor,"Lot G3 & G4, Lotus's",KFC Lotus's Ara Damansara,3.5,"https://www.google.com/maps/place/KFC+Lotus's+Ara+Damansara/@3.118492,101.5740633,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc4e83ffc8c6d1:0x735d8e620eb81869!8m2!3d3.118492!4d101.576252?hl=en",https://kfc.com.my/
"G115, Ground Floor Centre Point, Bandar Utama Petaling Jaya, 46000 Selangor, Malaysia",Fast food restaurant,1.73E+19,Selangor,Floor G · Centrepoint Bandar Utama,3.1380487,101.6099459,"G115, Ground Floor Centre Point, Bandar Utama Petaling Jaya",+60 3-7732 1590,46000,89,"https://www.google.com/maps/search/kfc+in+kl/@3.1399207,101.623551,12z?hl=en",Selangor,"G115, Ground Floor Centre Point, Bandar Utama Petaling Jaya",Kentucky Fried Chicken,3.9,"https://www.google.com/maps/place/Kentucky+Fried+Chicken/@3.1380487,101.6077572,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc4ecc02ba4c09:0xefe9b9fce8644da2!8m2!3d3.1380487!4d101.6099459?hl=en",http://kfc.com.my/
"G09 - G12, G-34, G-35 Grd Floor, Pasaraya Hiong Kong, No 2, Bandar Baru Sg Buloh, 47000 Selangor, Malaysia",Restaurant,1.30E+19,Selangor,Kompleks Sungai Buloh,3.209539,101.563828,"G09 - G12, G-34, G-35 Grd Floor, Pasaraya Hiong Kong, No 2, Bandar Baru Sg Buloh",+60 3-6143 4816,47000,102,"https://www.google.com/maps/search/kfc+in+kl/@3.1399207,101.623551,12z?hl=en",Selangor,"G09 - G12, G-34, G-35 Grd Floor, Pasaraya Hiong Kong, No 2, Bandar Baru Sg Buloh",KFC,3.1,"https://www.google.com/maps/place/KFC/@3.209539,101.5616393,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc45739b6aaba5:0xb49837e123c144b0!8m2!3d3.209539!4d101.563828?hl=en",http://kfc.com.my/
"Jla SS 15/4G, Ss 15, 47500 Subang Jaya, Selangor, Malaysia",Fast food restaurant,4.28E+18,Subang Jaya,,3.0782164,101.5882718,Jla SS 15/4G,+60 3-5612 1526,47500,101,"https://www.google.com/maps/search/kfc+in+kl/@3.1399207,101.623551,12z?hl=en",Selangor,Jla SS 15/4G,KFC,3.7,"https://www.google.com/maps/place/KFC/@3.0782164,101.5860831,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc4c5f9deabe9f:0x3b68873613492de5!8m2!3d3.0782164!4d101.5882718?hl=en",http://kfc.com.my/
"No. 7, Ground Floor, Jalan SG 1/6, Taman Industri Bolton, 68100 Batu Caves, Selangor, Malaysia",Restaurant,6.48E+18,Batu Caves,,3.2376861,101.6975369,"No. 7, Ground Floor, Jalan SG 1/6",+60 3-6179 0578,68100,88,"https://www.google.com/maps/search/kfc+in+kl/@3.1399207,101.623551,12z?hl=en",Selangor,"No. 7, Ground Floor, Jalan SG 1/6",KFC Sri Gombak,3.7,"https://www.google.com/maps/place/KFC+Sri+Gombak/@3.2376861,101.6953482,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc477af7ee8fff:0x59f76fa2317f384b!8m2!3d3.2376861!4d101.6975369?hl=en",https://kfc.com.my/
"No 14433, 7-1, 2 Miles, Jalan Puchong, 47100 Puchong, Selangor, Malaysia",Restaurant,1.01E+19,Puchong,,3.0617156,101.6459356,"No 14433, 7-1, 2 Miles, Jalan Puchong",+60 19-338 1378,47100,87,"https://www.google.com/maps/search/kfc+in+kl/@3.1399207,101.623551,12z?hl=en",Selangor,"No 14433, 7-1, 2 Miles, Jalan Puchong",KFC Puchong,3.5,"https://www.google.com/maps/place/KFC+Puchong/@3.0617156,101.6437469,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc4b11bcafa7fd:0x8b8821c2150fea88!8m2!3d3.0617156!4d101.6459356?hl=en",https://kfc.com.my/
"33, Jalan Bunga Tanjung 9c, Taman Putra, 68000 Ampang, Selangor, Malaysia",Restaurant,1.72E+19,Ampang Jaya,,3.1203763,101.7628559,"33, Jalan Bunga Tanjung 9c",+60 3-4288 5585,68000,86,"https://www.google.com/maps/search/kfc+in+kl/@3.1399207,101.623551,12z?hl=en",Selangor,"33, Jalan Bunga Tanjung 9c",KFC Taman Putra,3.9,"https://www.google.com/maps/place/KFC+Taman+Putra/@3.1203763,101.7606672,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc368546c553cb:0xee94d153cc8889d4!8m2!3d3.1203774!4d101.7628667?hl=en",https://kfc.com.my/
"Lot No. G-12 & GAF 13A, First Floor, Axis Atrium, Jalan Cempaka, 68000 Ampang Jaya, Selangor, Malaysia",Restaurant,1.44E+19,Ampang Jaya,Floor 1 · TWENTY ONE SALES & SERVICES,3.1365046,101.7468996,"Lot No. G-12 & GAF 13A, First Floor, Axis Atrium, Jalan Cempaka",+60 3-9201 2405,68000,85,"https://www.google.com/maps/search/kfc+in+kl/@3.1399207,101.623551,12z?hl=en",Selangor,"Lot No. G-12 & GAF 13A, First Floor, Axis Atrium, Jalan Cempaka",KFC Taman Cempaka (Axis Atrium),3.8,"https://www.google.com/maps/place/KFC+Taman+Cempaka+(Axis+Atrium)/@3.1365046,101.7447109,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc36590f552b35:0xc784751ade70dc99!8m2!3d3.1365046!4d101.7468996?hl=en",https://kfc.com.my/
"Wisma Kfc, 17, Jln Sultan Ismail, Kuala Lumpur, 50450 Kuala Lumpur, Malaysia",Corporate office,7.87E+18,Kuala Lumpur,,3.1516603,101.7090651,"Wisma Kfc, 17, Jln Sultan Ismail",,50450,84,"https://www.google.com/maps/search/kfc+in+kl/@3.1399207,101.623551,12z?hl=en",Federal Territory of Kuala Lumpur,"Wisma Kfc, 17, Jln Sultan Ismail",Wisma KFC,1.8,"https://www.google.com/maps/place/Wisma+KFC/@3.1516603,101.7068764,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc37d52e7262d3:0x6d3064976bb06eef!8m2!3d3.1516603!4d101.7090651?hl=en",
"No. G39, Ground Floor, Lot, 6, Jalan PJU 7/3, Mutiara Damansara, 47810 Petaling Jaya, Selangor, Malaysia",Restaurant,8.99E+18,Petaling Jaya,Floor G · The Curve,3.1566983,101.6105316,"No. G39, Ground Floor, Lot, 6, Jalan PJU 7/3",+60 3-7731 1124,47810,83,"https://www.google.com/maps/search/kfc+in+kl/@3.1399207,101.623551,12z?hl=en",Selangor,"No. G39, Ground Floor, Lot, 6, Jalan PJU 7/3",KFC The Curve Damansara,3.7,"https://www.google.com/maps/place/KFC+The+Curve+Damansara/@3.1566983,101.6083429,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc4f2be351bb63:0x7cd32ff5112534c3!8m2!3d3.1566983!4d101.6105316?hl=en",https://kfc.com.my/
"Lot LG43, Lower Ground Floor, Selayang Mall Complex, Lot PT 1299, Jalan Ipoh, 68100, Selayang, Selangor, Malaysia",Restaurant,1.63E+19,Selayang,Selayang Mall,3.2368903,101.6435799,"Lot LG43, Lower Ground Floor, Selayang Mall Complex, Lot PT 1299, Jalan Ipoh, 68100",+60 3-6127 1073,,82,"https://www.google.com/maps/search/kfc+in+kl/@3.1399207,101.623551,12z?hl=en",Selangor,"Lot LG43, Lower Ground Floor, Selayang Mall Complex, Lot PT 1299, Jalan Ipoh, 68100",KFC Selayang Mall,3.3,"https://www.google.com/maps/place/KFC+Selayang+Mall/@3.2368903,101.6413912,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc46f161cc7b7d:0xe257770e1e1da559!8m2!3d3.2368857!4d101.6435754?hl=en",https://kfc.com.my/
"52G, 54G, Jalan Wawasan 2/3, Bandar Baru Ampang, 68000 Kuala Lumpur, Selangor, Malaysia",Restaurant,1.50E+19,Kuala Lumpur,,3.1460128,101.7669416,"52G, 54G, Jalan Wawasan 2/3",+60 3-4287 4082,68000,81,"https://www.google.com/maps/search/kfc+in+kl/@3.1399207,101.623551,12z?hl=en",Selangor,"52G, 54G, Jalan Wawasan 2/3",KFC Ampang 2,3.8,"https://www.google.com/maps/place/KFC+Ampang+2/@3.1460128,101.7647529,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc36e38401442f:0xd002679cae644a03!8m2!3d3.1459773!4d101.7669251?hl=en",https://kfc.com.my/
"1 Utama Shopping Centre, Central Park Avenue, Bandar Utama, 47800 Petaling Jaya, Selangor, Malaysia",Restaurant,3.30E+18,Petaling Jaya,1 Utama Shopping Centre,3.1495199,101.6162579,"1 Utama Shopping Centre, Central Park Avenue",+60 3-7731 5826,47800,79,"https://www.google.com/maps/search/kfc+in+kl/@3.1399207,101.623551,12z?hl=en",Selangor,"1 Utama Shopping Centre, Central Park Avenue",KFC Bandar Utama,3.7,"https://www.google.com/maps/place/KFC+Bandar+Utama/@3.1495199,101.6140692,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc4ed5375bf94f:0x2dbe3b962b75d035!8m2!3d3.1495199!4d101.6162579?hl=en",https://kfc.com.my/
"No 2-1 Ground & 1st Floor, Sri Manja Square 2, Jalan PJS3/61, Taman Sri Manja, 46000 Selangor, Malaysia",Fast food restaurant,1.65E+19,Selangor,,3.0741246,101.6500709,"No 2-1 Ground & 1st Floor, Sri Manja Square 2, Jalan PJS3/61, Taman Sri Manja",+60 3-7770 9574,46000,78,"https://www.google.com/maps/search/kfc+in+kl/@3.1399207,101.623551,12z?hl=en",Selangor,"No 2-1 Ground & 1st Floor, Sri Manja Square 2, Jalan PJS3/61, Taman Sri Manja",KFC,3.6,"https://www.google.com/maps/place/KFC/@3.0741246,101.6478822,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc4ba72929f651:0xe57e4520f206c11b!8m2!3d3.0741246!4d101.6500709?hl=en",http://kfc.com.my/
"Lot C-09, Lower Ground Floor, Atria Shopping Gallery, Jalan SS2/21, 47400 Selangor, Malaysia",Fast food restaurant,1.31E+19,Selangor,Floor G · Atria Shopping Gallery,3.1270656,101.6162937,"Lot C-09, Lower Ground Floor, Atria Shopping Gallery, Jalan SS2/21",+60 3-7732 0734,47400,77,"https://www.google.com/maps/search/kfc+in+kl/@3.1399207,101.623551,12z?hl=en",Selangor,"Lot C-09, Lower Ground Floor, Atria Shopping Gallery, Jalan SS2/21",KFC Atria Damansara,3.2,"https://www.google.com/maps/place/KFC+Atria+Damansara/@3.1270656,101.614105,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc494ca32476f1:0xb599a182c47cf38e!8m2!3d3.1270656!4d101.6162937?hl=en",http://kfc.com.my/
"12 (Portion, Lotus's, Lease 8, 10 &, 8, Jalan PJU 7/4, Mutiara Damansara, 47800 Petaling Jaya, Selangor, Malaysia",Restaurant,9.93E+18,Petaling Jaya,Lotus's Mutiara Damansara,3.1591691,101.6130841,"12 (Portion, Lotus's, Lease 8, 10 &, 8, Jalan PJU 7/4",+60 3-7731 3879,47800,76,"https://www.google.com/maps/search/kfc+in+kl/@3.1399207,101.623551,12z?hl=en",Selangor,"12 (Portion, Lotus's, Lease 8, 10 &, 8, Jalan PJU 7/4",KFC Lotus's Damansara,3.8,"https://www.google.com/maps/place/KFC+Lotus's+Damansara/@3.1591691,101.6108954,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc4f2cfe3999c5:0x89c6b246bd84332f!8m2!3d3.1591691!4d101.6130841?hl=en",https://kfc.com.my/
"Level Ground Floor, Tower 1, V Square @ PJ City Centre, Jln Utara, Section 52, 46100 Petaling Jaya, Malaysia",Restaurant,1.64E+19,Petaling Jaya,,3.1071968,101.6399449,"Level Ground Floor, Tower 1, V Square @ PJ City Centre, Jln Utara",+60 3-7931 0185,46100,75,"https://www.google.com/maps/search/kfc+in+kl/@3.1399207,101.623551,12z?hl=en",Selangor,"Level Ground Floor, Tower 1, V Square @ PJ City Centre, Jln Utara",KFC VSQ,4,"https://www.google.com/maps/place/KFC+VSQ/@3.1071968,101.6377562,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc4bdde7c167df:0xe302c63f1e3f47c8!8m2!3d3.1071968!4d101.6399449?hl=en",https://kfc.com.my/
"G3-A & G5, Bangunan Menara Amanah Ikhtiar, Bandar Sri Damansara, 52200 Kuala Lumpur, Malaysia",Restaurant,1.38E+19,Kuala Lumpur,,3.1955503,101.6083688,"G3-A & G5, Bangunan Menara Amanah Ikhtiar",+60 3-6262 4135,52200,74,"https://www.google.com/maps/search/kfc+in+kl/@3.1399207,101.623551,12z?hl=en",Selangor,"G3-A & G5, Bangunan Menara Amanah Ikhtiar",KFC Sri Damansara,3.5,"https://www.google.com/maps/place/KFC+Sri+Damansara/@3.1955503,101.6061801,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc45f914e6f0a5:0xbf4d46dfd5dda2db!8m2!3d3.1955251!4d101.6083935?hl=en",https://kfc.com.my/
"5, Jalan Barat, Pjs 8, 46200 Petaling Jaya, Selangor, Malaysia",Fast food restaurant,7.27E+18,Petaling Jaya,,3.1008109,101.6413114,"5, Jalan Barat",+60 3-7931 2836,46200,73,"https://www.google.com/maps/search/kfc+in+kl/@3.1399207,101.623551,12z?hl=en",Selangor,"5, Jalan Barat",KFC 5 Barat,4,"https://www.google.com/maps/place/KFC+5+Barat/@3.1008109,101.6391227,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc4bc2fd94df65:0x64e2e59157fa8639!8m2!3d3.1008109!4d101.6413114?hl=en",https://kfc.com.my/
"No. 17, Jln Sultan Ismail, Wilayah Persekutuan, 50250 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Eatery,1.15E+19,Kuala Lumpur,,3.1531152,101.7081311,"No. 17, Jln Sultan Ismail",+60 3-2026 3388,50250,72,"https://www.google.com/maps/search/kfc+in+kl/@3.1399207,101.623551,12z?hl=en",Federal Territory of Kuala Lumpur,"No. 17, Jln Sultan Ismail",KFC,,"https://www.google.com/maps/place/KFC/@3.1531152,101.7059424,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc482a3d0ec0c1:0x9ff5032366b399d3!8m2!3d3.1531152!4d101.7081311?hl=en",
"21a, Jln Bandar, Taman Melawati, 53100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Restaurant,1.63E+19,Kuala Lumpur,,3.210112,101.7510556,"21a, Jln Bandar",,53100,71,"https://www.google.com/maps/search/kfc+in+kl/@3.1399207,101.623551,12z?hl=en",Federal Territory of Kuala Lumpur,"21a, Jln Bandar",KFC Melawati,1,"https://www.google.com/maps/place/KFC+Melawati/@3.210112,101.7488669,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc396311094dc3:0xe1b7129ea7cc6dd6!8m2!3d3.2101129!4d101.7510512?hl=en",
"Taman Petaling Utama, 46000 Petaling Jaya, Selangor, Malaysia",Restaurant,2.00E+18,Petaling Jaya,PETRONAS Petaling Utama,3.0789632,101.6467971,,+60 3-7772 6753,46000,70,"https://www.google.com/maps/search/kfc+in+kl/@3.1399207,101.623551,12z?hl=en",Selangor,,KFC Petronas Petaling Utama Drive Thru,3.5,"https://www.google.com/maps/place/KFC+Petronas+Petaling+Utama+Drive+Thru/@3.0789632,101.6446084,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc4ba43291792f:0x1bcc171e95a7e40d!8m2!3d3.0789634!4d101.6467595?hl=en",https://kfc.com.my/
"No. 49 & 51, Ground Floor, Jalan 52/12, Pj New Town, 46200 Petaling Jaya, Selangor, Malaysia",Fast food restaurant,4.17E+18,Petaling Jaya,,3.0989035,101.6461508,"No. 49 & 51, Ground Floor, Jalan 52/12",+60 3-7954 0475,46200,69,"https://www.google.com/maps/search/kfc+in+kl/@3.1399207,101.623551,12z?hl=en",Selangor,"No. 49 & 51, Ground Floor, Jalan 52/12",KFC,4,"https://www.google.com/maps/place/KFC/@3.0989035,101.6439621,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc4bc43928b851:0x39e45f0504d6f86d!8m2!3d3.0989035!4d101.6461508?hl=en",https://kfc.com.my/
"Lot No. 10, Ground Floor, Lotus's Hypermarket, 68000 Ampang Jaya, Selangor, Malaysia",Restaurant,5.28E+18,Ampang Jaya,Floor G · Lotus's Ampang,3.1438906,101.7423578,"Lot No. 10, Ground Floor, Lotus's Hypermarket",+60 3-9202 6971,68000,68,"https://www.google.com/maps/search/kfc+in+kl/@3.1399207,101.623551,12z?hl=en",Selangor,"Lot No. 10, Ground Floor, Lotus's Hypermarket",KFC Lotus's Ampang,2.5,"https://www.google.com/maps/place/KFC+Lotus's+Ampang/@3.1438906,101.7401691,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc36503339d3d1:0x493896f2a43b811c!8m2!3d3.1438906!4d101.7423578?hl=en",https://kfc.com.my/
"Shop 3 & 4, Pasaraya & Pusat Membeli Belah Giant, Lot 13796, Jalan, Cangkat Permata, Taman Permata, 53300 Kuala Lumpur, Malaysia",Restaurant,7.99E+18,Kuala Lumpur,Giant Superstore Ulu Kelang,3.2073442,101.7516361,"Shop 3 & 4, Pasaraya & Pusat Membeli Belah Giant, Lot 13796, Jalan, Cangkat Permata",+60 3-4161 8256,53300,67,"https://www.google.com/maps/search/kfc+in+kl/@3.1399207,101.623551,12z?hl=en",Selangor,"Shop 3 & 4, Pasaraya & Pusat Membeli Belah Giant, Lot 13796, Jalan, Cangkat Permata",KFC Plaza Giant Melawati,4,"https://www.google.com/maps/place/KFC+Plaza+Giant+Melawati/@3.2073442,101.7494474,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc3834d7c3e8f1:0x6ed99efaf5228c29!8m2!3d3.2073442!4d101.7516361?hl=en",https://kfc.com.my/
